risk_id,cluster_id,evidence_id,published_date,publisher,title,url,source_type,search_query,relevance_score,event_type_hint,entity_keywords,event_keywords,asset_keywords
RISK-SECURITY_RANSOMWARE-SYSTEMS-86771980,CL-000043,EV-52E1DB27D9,2025-10-08,Rescana,"Asahi Group Holdings Ransomware Attack 2025: Digital Order System Disrupted, Nationwide Beer Shortage in Japan - Rescana",https://news.google.com/rss/articles/CBMixgFBVV95cUxQNElqVjJiSGxRVW01Y1VrUTlLRkFBZksxb0Q2Tkoyd2xONFIxUWFybzJSX2pCZTRPN0VPWEFRYThqRjR2WEc1Z2pDZVRKaFpfRmtnbU9LSmQxd2ZpQ3Z6TVNUUXVueWlDTzdhQmhoZ0gyT3pBWHgwX1lsdlpFcENLLUJua2hxSDMyUHVuYnNqWV9sNGpkR1ZYT2QtTDJUUlV0R3p2WS16a3ZnQllRSjBrZzlmT2M5QzRBbFpnQkFHNE1VSGlDcnc?oc=5,news,"ransomware attack, logistics ransomware, ransomware supply chain, manufacturing ransomware",0.9,SECURITY_RANSOMWARE,,ransomware,system
RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000047,EV-B0669977DC,2025-10-13,Inside Towers,Verizon Wireless Network Outage Affects a Number of U.S. Cities - Inside Towers,https://news.google.com/rss/articles/CBMikgFBVV95cUxOdnVSSE1vOVRCUU94ZDNpNGhETV9rb0pYNGtvNUNPNTViVFpZek0wN2pSQ041LVBGSEs3U2VXWFVySHFFd0RLUXBJT3lCVkM0enZUQUJRWGcyRjdxdk41Slh3VGZSY2VRLXNDRWtHeU9HZGJtQmpsNnBrU1FJUlo5QThsYmlJeFppNmh0Z1FDNVNlZw?oc=5,news,core network outage,0.7,OUTAGE_NETWORK,,outage,network
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000061,EV-A866428D1D,2025-10-21,Reuters,Amazon says AWS cloud service back to normal after outage disrupts businesses worldwide - Reuters,https://news.google.com/rss/articles/CBMitwFBVV95cUxOeE4ycmlacV9XMzUzeE83dnZlcUV4c3RBNXJkMlhkSUxaTmhKQjNyV0dDbTJWRW9nUE8teU1MczY0dTZKUFVkSW9jNnJHVVFlQkhQNklXNlV0bkx1dy1STk9lZjM0ZE1JMVFnbmdzdGltRU1Wd21Nbm9GUDFqZmhpWmJGaER4ZGRxOFNfYzNvNmN6ZEFZYTdJVkdsdjRDbWZnRHlhbmh1NXpjdzFuNjBLeldkd3ZramM?oc=5,news,"compute service disruption,storage failure",0.8,OUTAGE_CLOUD_REGION,,outage,cloud
RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000102,EV-B6E78CFC94,2025-12-11,Industrial Cyber,"Ransomware surge intensifies across industrial sectors, with manufacturing accounting for 72% of Q3 cases - Industrial Cyber",https://news.google.com/rss/articles/CBMi4AFBVV95cUxQcTFid1ZqV0dWajdoT0xDQW9teWtzdWhkV003QzRPb0xpS2lCX3FKWVc0VmtmMENwZ0NGRjRfWUdNTmRqNHlvaEhrbm1IV3JBMGFRQkxhX0VoOVZ4N1gxdG10X3lPYmVDemgybXU0d2ZoTldDMEhIN2ZsM2RzcjcwSUNoNldvYnFwZXZaMldCS0xZU256OWZwTnJLdmdTeVFkVV9OWDNLSm5QSVBwSzZVM3VZNnJWUXR0TmpaZmc3S3JqUnpxN21HaGotOVZFR0xXOUZTc3h5TWU0X2Npd2pKUA?oc=5,news,"ransomware attack, logistics ransomware, ransomware supply chain, manufacturing ransomware",0.75,SECURITY_RANSOMWARE,,ransomware,
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000112,EV-E884874B82,2026-01-14,MedCity News,The Blast Radius Problem: What the 2025 AWS Outage Reveals About Healthcare’s Cloud Fragility - MedCity News,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPV2dfcWRyaTdzeWI0bkM1bENjOV9qT1VzdzZKZzhWaHpSZWw0cnBsUXZ5bUo3YXAzdzNWS0F2dlo3Q2cyblBkQUZCdW43T2NBVHhtSld2Q3pxdlFTSVd3ZzZXMDZRd01FUVFTSGRTd01uZ2RPVThVUEtzRlItbGZKVlJ1SmkzQTBhbl9MOUNHSGVvaW83Z3NOZ0FaVG9vRUFSSWptYjNGUWlCV0oxNm4xLVUtMXZTcmNpZmVWNWQ2c2NtUQ?oc=5,news,cloud provider outage,0.7,OUTAGE_CLOUD_REGION,,outage,cloud
RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000117,EV-E7524151EC,2026-01-16,Cyble,Ransomware Attacks and Supply Chain Threats in 2025 - Cyble,https://news.google.com/rss/articles/CBMifEFVX3lxTE1nd3FXR2xudE12X2dzODV2LWJVOVEtWkhsWUkxM3dEcDJYbVVGSjROT0YwYTdzTXZaNndRM213ZGQ5Y3E0bGdHb3ZMWjRfQzY5cjFDeHIyMnlzNFViUVFxM2RiY2ZzWVdiWFYwODhvLTBER184SlRVcng4Q2fSAXxBVV95cUxNZ3dxV0dsbnRNdl9nczg1di1iVTlRLVpIbFlJMTN3RHAyWG1VRko0Tk9GMGE3c012WjZ3UTNtd2RkOWNxNGxnR292TFo0X0M2OXIxQ3hyMjJ5czRVYlFRcTNkYmNmc1lXYlhWMDg4by0wREdfOEpUVXJ4OENn?oc=5,news,"ransomware attack, logistics ransomware, ransomware supply chain, manufacturing ransomware",0.75,SECURITY_RANSOMWARE,,ransomware,
RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000121,EV-88FFECA46C,2026-01-20,Fierce Network,Verizon outage: Analysts and more weigh in - Fierce Network,https://news.google.com/rss/articles/CBMihAFBVV95cUxOXzRGZjdYTHNqcU1WOGdhSHgtWngxNmc2MTgxT0ltTGpETVZINjdjWU1paDhJOXFsckp5ZXlWTzdjS0JCbDI1ZF9CajV0MXU3Y0ZNU0pMbjV2Z2N3VWduUk5odlRSXzZSV1NnVzFmUkZaQVpINFM1eHotS2ZDalRrTTlrOFA?oc=5,news,core network outage,0.7,OUTAGE_NETWORK,,outage,network
RISK-OUTAGE_IDENTITY-LOGIN-1EAC82FB,CL-000127,EV-E2655ADAAE,2026-01-31,Meyka,ING Online Banking Outage: January 31 Login Issues Hit German Users - Meyka,https://news.google.com/rss/articles/CBMimwFBVV95cUxQSFhUUFhaSnRKaW14V2x5Z2xNOHg5WHdNQXUxNDVNMFgybnIycjR3blU2MU9ZV21SSUFaNzlOR0dxeUJISm9YdEhHSzJIQjE2M3NjbEJleDFxc3B3WTNkcHhFSUZQWVF6b01KQjlOX3hiaElKQmhUNUF2a004Z1Y4UFFZYzFRZVVyUUNTU2c0RngwU1hsT2Rmd1Faaw?oc=5,news,"authentication failure,login disruption",0.9,OUTAGE_IDENTITY,,outage,login
RISK-OUTAGE_IDENTITY-IDENTITY-18AA8247,CL-000130,EV-F20441A08C,2026-02-04,Network World,Azure outage disrupts VMs and identity services for over 10 hours - Network World,https://news.google.com/rss/articles/CBMitgFBVV95cUxPaExYeEtZdk5WZVo3Sl9GYVU0c3c2NTIxYVpEU0t1eFNGTnpnWV9xSjlIVERNNFZpMHJJcDR5NkJDVnhnRnk1ZFFiYXhQdlJOU3UxNnRxQlZ3anV1bE12dUJTdDdZVm1OX0Z2aUtmZ2U5M2laZ3ZYQ2Y4OVZFdE40V0hFa0RtQ083YjZ4R2ZKS0lWWnR6cGNQYTY2eS1qZE5nc04tWjg1TUREOTFXa3M0LXduUmRiZw?oc=5,news,"compute service disruption,storage failure",0.7,OUTAGE_IDENTITY,,outage,"identity,network"
RISK-OUTAGE_APPLICATION-SYSTEMS-E09C2A6D,CL-000145,EV-8D425CB4AD,"evidence_id
EV-8D425CB4AD    2026-02-27
EV-8D425CB4AD    2026-02-27
Name: published_date, dtype: str","evidence_id
EV-8D425CB4AD    findarticles.com
EV-8D425CB4AD    findarticles.com
Name: publisher, dtype: str","evidence_id
EV-8D425CB4AD    T‑Mobile outage hits T‑Life and internal suppo...
EV-8D425CB4AD    T‑Mobile outage hits T‑Life and internal suppo...
Name: title, dtype: str","evidence_id
EV-8D425CB4AD    https://news.google.com/rss/articles/CBMijwFBV...
EV-8D425CB4AD    https://news.google.com/rss/articles/CBMijwFBV...
Name: url, dtype: str","evidence_id
EV-8D425CB4AD    news
EV-8D425CB4AD    news
Name: source_type, dtype: str","evidence_id
EV-8D425CB4AD     carrier API outage
EV-8D425CB4AD    core network outage
Name: search_query, dtype: str","evidence_id
EV-8D425CB4AD    0.7
EV-8D425CB4AD    0.7
Name: relevance_score, dtype: float64","evidence_id
EV-8D425CB4AD    OUTAGE_APPLICATION
EV-8D425CB4AD    OUTAGE_APPLICATION
Name: event_type_hint, dtype: str","evidence_id
EV-8D425CB4AD   NaN
EV-8D425CB4AD   NaN
Name: entity_keywords, dtype: float64","evidence_id
EV-8D425CB4AD    outage
EV-8D425CB4AD    outage
Name: event_keywords, dtype: str","evidence_id
EV-8D425CB4AD    systems
EV-8D425CB4AD    systems
Name: asset_keywords, dtype: str"
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000160,EV-38EA80311E,2026-03-03,Network World,AWS Middle East outage: a reminder not to rely on cloud as disaster recovery plan - Network World,https://news.google.com/rss/articles/CBMiygFBVV95cUxQb2JaODNwS2UwcWhtV1MwajM2Mm5PYUZhb2xwWjVsaDR3N1ZlbC1ENllNX0drV2VZdEFFcTRvZXUxdXc0ZlZaeTBLbkNkZXl3bmZKMXNuNC1NTjdVZmdDaEJ3VERmMldTWC1MWkd3X2dWQ3VRWjdoVkJJVmRDRWI2bVNfbkdrbUNOVXJOU0RNMXFLT3p1U25LTjM0RjVkWnVvVS1ESXBEN0FzalczQzI3VVhGUzFUemN6bDlwYzZVZW44MUxjZ05oTDFn?oc=5,news,cloud provider outage,0.7,OUTAGE_CLOUD_REGION,,outage,"cloud,network"
RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000170,EV-05772ECB78,2026-03-10,Insurance Business,Expanding ransomware reach intensifies sector-wide cyber exposure - Insurance Business,https://news.google.com/rss/articles/CBMixgFBVV95cUxOdEZuSGZJX000T0FXbE1XQjkyX29EQUViRHAwMUJmcHJrZXlENFY2WWFhRHMxT0VwYkFmNURjaGJ0QlVUQUxaNEtHZjFiT3RVQ1hGSnBJdTJfZzV0VXB0VlpDRmVjTGZ4d2lSd0U1UWhPemNJYzE5N1JjNjBwZUFPUXV3RTFQTE84eWdldk1yVXVSN2JOZVlON0hTMWxyMFhkTlI5ODZCMVRrTHlUUGMzblJhTWFMLUVHdndQU2JpMUpKdnBNbEE?oc=5,news,"ransomware attack, logistics ransomware, ransomware supply chain, manufacturing ransomware",0.75,SECURITY_RANSOMWARE,,ransomware,
RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000173,EV-BCBFD1E7DB,2026-03-11,CyberSecurityNews,Instagram Down: New Outage Causes Widespread Disruption in Posting and DM Functionality - CyberSecurityNews,https://news.google.com/rss/articles/CBMikgFBVV95cUxONzRadGVPeFowdk9CQVUtXzZnbWVSTGU3QjM1WFBRQ19KVlFneUx0cmU2S1RQV0ZRRVI2aEcxUWlBQ0s5d1diUXlVRjNrV193Qk0xdXVpckh2SDdhSnRUTndIR2lGc0p6WWlzN3VocEZZLU1hWEU0UDU2Y1BhVlhmOGxPVVFoNndIX1ZTbERuaVBHQQ?oc=5,news,"authentication failure,login disruption",0.75,OUTAGE_APPLICATION,,"disruption,outage",
RISK-OUTAGE_NETWORK-NETWORK-C79A7C5B,CL-000190,EV-B371AE0584,2026-03-17,Network World,2026 network outage report and internet health check - Network World,https://news.google.com/rss/articles/CBMipAFBVV95cUxQV0JCRjM1ZUF6c2NhUDJ4LTFrVEl4blBFb0dFRk9paE5tZnc2ZUNaU28xdnJ3bVhjYzg4WFEteWl2NUIyRkFCd1diTWJxeHhDQUFNOXpDc2NWUC0wSHkwOUVfT2Rma2pxNzZsUUJ4LWhwc1h1MjJpQkxzbUdXTzc1SXhidU9PVVNtYUNtbTFHWHpBeUxQYnVpWGJZUWdJRm9fSllCMg?oc=5,news,cloud provider outage,0.7,OUTAGE_NETWORK,,outage,network
RISK-OUTAGE_APPLICATION-UNKNOWN-72055D9F,CL-000007,EV-5FC55C8BEE,2024-07-19,International Airport Review,POWER OUTAGE: Updates of the global situation - International Airport Review,https://news.google.com/rss/articles/CBMiogFBVV95cUxQOTl2VEVGdDhXNllzLVMxR3lYNGhmX0Z5ZXFPY0dEaHNDRzV2Um1hR1NNVEQ3N0VTSnBwUzhOV3owMUxNQjBiSVlrWEpSOTdzT2FHbXBPZDNrOUxVOVZRYWw4Yy1NcDdxSjBTRERfY1RqR2dEY0ViWi10RVBXSXg0WEZBNXpPbGtlTzRHQVV4d2JSSnlZQ05YTXd1eTV6RDBDVkE?oc=5,news,EDI outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000009,EV-97455A7F82,2025-04-29,Healthcare IT News,Oracle Health data center maintenance triggered EHR outage at CHS - Healthcare IT News,https://news.google.com/rss/articles/CBMiogFBVV95cUxQejh0WnQ1YkpadlU4OVRRXzFhV1RrVHVGOHV1LVBTXzdHMlA0T2FBYmpjQkNITmtiRWpjbE5DRE85ZUV4LTM3LUg1WklCcXFFMmtMX3ZPUThkeW40STZiZ0ZXS2RCVmlXczlyWHk2OER0UDlrVm5wUWVsS1F0WnlzRHVRdmoxZ0FCNksyVVhfSFY2WmNwWGNjdmpJUTJjZzdHbkE?oc=5,news,SSO outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_CLOUD_REGION-CLOUD-D84B5CE9,CL-000019,EV-4E8E7CB72A,2025-06-12,CNBC,"Google suffers cloud outage, causing disruptions for OpenAI, Shopify and other services - CNBC",https://news.google.com/rss/articles/CBMioAFBVV95cUxNaWNub3dBXzBPR1BRTGFvWUk5ZDF0Q2ZLQlBMZVJFSjFZZHR2dVMzSzZWQ2Mxc3BLT2JYMGFXc1hmRlNuaEd3VWtNRXlNbS1NejJDQkhPa0tRejlDbGhvRzRqMUxuSHZOZjVURlVuZGplMUFFSjJZYlFFSEY3ZnczODkxZ1RlNEZEOHJqVXVWVXgxOE5DTGFTYXVYUTZJMTls0gGmAUFVX3lxTE5xMW94RVlxbFNpQkZCSmpReXhlWUFYb3prcmZndkhxd2dSZmYtd2xBTDlINk8wcjJVVmxkcmFRWXBldTRjTXpKa2RRUkpnaEJSZ3ZqLUZsSTh1Q0ppTHZuMk44MWZKWXQ3SGlyZkxKYXZjTGZma0lpbkpJTjdZdGRqaDhIbE1qVGx2aG5ZcllWOWdLd0xpZlR0LWstUmEzNkRBR3JxSHc?oc=5,news,SSO outage,0.6,OUTAGE_CLOUD_REGION,,outage,cloud
RISK-OUTAGE_APPLICATION-UNKNOWN-EF219986,CL-000022,EV-DCF2067495,2025-07-24,Engadget,Starlink outage: Service returns after over two hours down - Engadget,https://news.google.com/rss/articles/CBMisAFBVV95cUxQeU9NM042LVRCWlIzS3RhNjVwbThjMDZYamJWWXdMVUIzOHVEZU5NWlIwRVZpUnVvZGhkNjY1OTJsWHQ2U0lkQnBJbWg5WHpTUzVmc1ZXR0FvZVYzU0s0b09lanR4UElFekI2SVF2ZlBOc0YzZEhpcHRudzh3Mm9oenRKd1hHXzRrNk1KajVaVFRGOUVOQ25kQzhTa1d0Wi04eTRRN3hnZUsySDNEXzNwcg?oc=5,news,core network outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000023,EV-452E5B2938,2025-07-25,Reuters,SpaceX probes for cause of Starlink's global satellite network outage - Reuters,https://news.google.com/rss/articles/CBMirAFBVV95cUxOTlJYQmNDd1kwVzFnVkZPNDRROVYzS1dtelZ5QWdQM01XR2FONXNvZ3RMeVEzUmFIYkNrTEg0TlQ0ZXZDLUhmOUdwSDNSTnhYbmdUXzUwclY0WmdWeHAydkV4aE1GZnpOaDVDQnFBNWNSYmlDbnV5RWxQdzg3OWp2djI4LXFOU2hUaGZSTDY0ME5hT0Y0SEY0dHFvSlRCTUhfNVlZOGpualZ4b01z?oc=5,news,core network outage,0.6,OUTAGE_NETWORK,,outage,network
RISK-OUTAGE_APPLICATION-SYSTEMS-9187E752,CL-000031,EV-962567601C,"evidence_id
EV-962567601C    2025-08-28
EV-962567601C    2025-08-28
Name: published_date, dtype: str","evidence_id
EV-962567601C    Clemson News
EV-962567601C    Clemson News
Name: publisher, dtype: str","evidence_id
EV-962567601C    Managing time and attendance: Update to Kronos...
EV-962567601C    Managing time and attendance: Update to Kronos...
Name: title, dtype: str","evidence_id
EV-962567601C    https://news.google.com/rss/articles/CBMisAFBV...
EV-962567601C    https://news.google.com/rss/articles/CBMisAFBV...
Name: url, dtype: str","evidence_id
EV-962567601C    news
EV-962567601C    news
Name: source_type, dtype: str","evidence_id
EV-962567601C    ERP outage
EV-962567601C    SSO outage
Name: search_query, dtype: str","evidence_id
EV-962567601C    0.8
EV-962567601C    0.6
Name: relevance_score, dtype: float64","evidence_id
EV-962567601C    OUTAGE_APPLICATION
EV-962567601C    OUTAGE_APPLICATION
Name: event_type_hint, dtype: str","evidence_id
EV-962567601C   NaN
EV-962567601C   NaN
Name: entity_keywords, dtype: float64","evidence_id
EV-962567601C    outage
EV-962567601C    outage
Name: event_keywords, dtype: str","evidence_id
EV-962567601C    system
EV-962567601C    system
Name: asset_keywords, dtype: str"
RISK-OUTAGE_APPLICATION-UNKNOWN-72055D9F,CL-000037,EV-174B32DA30,2025-10-02,CityNews Edmonton,Border services’ kiosk outage resolved at Canadian airports - CityNews Edmonton,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOTko5S0szQ0NEMUtnUVQ2bXUzQmtBNWlqdTJ3dTAyX1FhZVByUHdmc3VWQlo1UndGOFJ6cHRibkN0bjVGZ1dWQVVHelRRVnRMTndEVnhud0NDZ0I5cDhiNU0taXJ1SHdhd1VCeFFEcEtmN3JaU0Nlb2NWeWtxUnpYcUJWd2czUlgxQ21jMU5Sa1NUVXlJVUM4SXYtNFhFbWtCR1FHUTBTb3dlMk11NTRYbnVMT3BzN3BDSGt3?oc=5,news,EDI outage,0.55,OUTAGE_APPLICATION,,outage,
RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000045,EV-6C728FF3DE,2025-10-10,Dark Reading,The Fight Against Ransomware Heats Up on the Factory Floor - Dark Reading,https://news.google.com/rss/articles/CBMikwFBVV95cUxPMXY1YmZRdmpST0Vsc2FsMmRoOGJXU2FHVUlrWTJNUlpacm9JZXhLREhteE5xbUFranhpZUdWUUZmQlNEMWRsVFJrNWtHZ3dBcnZBbkVUdG9vODBDTEpjbklpVHN3WlZpMThMa1Q5UnZzbVpkVW1mbmJOWUtLQVlEZnAxU1pHa2xzNzRZc1NYT1VkNkk?oc=5,news,"ransomware attack, logistics ransomware, ransomware supply chain, manufacturing ransomware",0.55,SECURITY_RANSOMWARE,,ransomware,
RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000046,EV-685E03C6BB,2025-10-13,BleepingComputer,Microsoft investigates outage affecting Microsoft 365 apps - BleepingComputer,https://news.google.com/rss/articles/CBMiqwFBVV95cUxONjdjOXM0dTQzTmdQaFkyWllySHFNQUd0WFN1LU5saGxvMWxzNWROSzhNUm5kVUllQ0hMRGtYaFU0YkQxT29pX2ZIeG5YQld0TmVvNVNhb3NGVndwa19oV2xKY25SUW50Wnd5QlhLcVQzSzJZeThkX2YxRjFUWmlTNVBZNDNTc2JibFEwYWstcGZmeTdaY29EUFFHUnN1aGNrYmNTdG9IMFlIWFnSAbABQVVfeXFMUEZwV1ViS2hyQlJfTEhkUk1vYkVoTC1GTUFmZWVyd2hYVnZOZkVQLU5Kbk8xMGtaSGhyZ0RQTWowRVNfMTJJQW1jN2xMaE5nOTFwcUREUFdwSldmLTVvaW05eUY1WFpjWFRzTnU5cndadjJHd0lfZmdhcE9Zczk5MG5jOXlCY1VvTE41TnNlSl9ORUdXQlRjMUl4ZWZrUTY0NGVESkhLQ2FYYktCM3Z1NlU?oc=5,news,SSO outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000050,EV-E1C058A8F2,2025-10-20,Forrester,The AWS US-East Outage: A Wake-Up Call For Cloud Resilience - Forrester,https://news.google.com/rss/articles/CBMilgFBVV95cUxPY0U0XzQ1Y3hTQi03WDByY0ZITjYxZXVCbF9sU1BleklaaXNJbGo3ZVpIYXJpc05rcWdJVTZ6QTh2X051VnhvTVQ1b1h6eDhZaXFBUkpGQ3BqWGtZTVRRQ2NOU2F6ME84UEtVZUl3U1hucFVzYWo4RnJRVU1hbEtMX05Fc0JLeDFEY25uSWNpZlVrNFprWkE?oc=5,news,cloud provider outage,0.6,OUTAGE_CLOUD_REGION,,outage,cloud
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000051,EV-78049EC956,2025-10-20,PBS,"Amazon cloud computing outage disrupts Snapchat, Ring and many other online services - PBS",https://news.google.com/rss/articles/CBMiuwFBVV95cUxNTU1heVFjaGltR0oxLXM4a0U2Q0NjVW9OeW50SG1sd1l1cDAzeXpTOHVPY052Sy1mbWFya2t5SFE2Z3E5LTNtNExXOXdLeFQteTZLZnhtQ09UUk04U0cxZlNEckhydTFFS0dyVXNBR3BSWEh1aktNOHNGWkhJRG94M3hvTlA1WUZLVlc4emsxLU8xMF9Fd2xSb01JRWJjUFN5aE5sLVRIZmVXWVI0MHg2Ml9zS0RsdHJ5T3I4?oc=5,news,cloud provider outage,0.6,OUTAGE_CLOUD_REGION,,outage,cloud
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000052,EV-0A24ACD7CB,2025-10-20,Tech Policy Press,Amazon Cloud Outage Reveals Democratic Deficit in Relying on Big Tech - Tech Policy Press,https://news.google.com/rss/articles/CBMimgFBVV95cUxPenZmQjA5UXhTZV9iZHJxU0tUZ3habl9LOFlPNmItcDhXRmg2MmF1ejlLQlFodm1CWm9jY1pDdGNQREZ0bFJFZUo1RTdhSHlRY1pRbWJ3NFlXTVN3SFd4TUZhNGhUb0xUYXNTQ1pMVlRqMHdkZUs4WnUxZ0k4S2loZ1F0V3oxc1hHSV9mWXYyQXFuWHlwOHhBRlFB?oc=5,news,cloud provider outage,0.6,OUTAGE_CLOUD_REGION,,outage,cloud
RISK-OUTAGE_APPLICATION-UNKNOWN-B542C682,CL-000053,EV-26EE83D9C1,"evidence_id
EV-26EE83D9C1    2025-10-20
EV-26EE83D9C1    2025-10-20
Name: published_date, dtype: str","evidence_id
EV-26EE83D9C1    CNBC
EV-26EE83D9C1    CNBC
Name: publisher, dtype: str","evidence_id
EV-26EE83D9C1    AWS services recover after daylong outage hits...
EV-26EE83D9C1    AWS services recover after daylong outage hits...
Name: title, dtype: str","evidence_id
EV-26EE83D9C1    https://news.google.com/rss/articles/CBMikwFBV...
EV-26EE83D9C1    https://news.google.com/rss/articles/CBMikwFBV...
Name: url, dtype: str","evidence_id
EV-26EE83D9C1    news
EV-26EE83D9C1    news
Name: source_type, dtype: str","evidence_id
EV-26EE83D9C1                            carrier API outage
EV-26EE83D9C1    compute service disruption,storage failure
Name: search_query, dtype: str","evidence_id
EV-26EE83D9C1    0.55
EV-26EE83D9C1    0.45
Name: relevance_score, dtype: float64","evidence_id
EV-26EE83D9C1    OUTAGE_APPLICATION
EV-26EE83D9C1    OUTAGE_APPLICATION
Name: event_type_hint, dtype: str","evidence_id
EV-26EE83D9C1   NaN
EV-26EE83D9C1   NaN
Name: entity_keywords, dtype: float64","evidence_id
EV-26EE83D9C1    outage
EV-26EE83D9C1    outage
Name: event_keywords, dtype: str","evidence_id
EV-26EE83D9C1    NaN
EV-26EE83D9C1    NaN
Name: asset_keywords, dtype: str"
RISK-OUTAGE_APPLICATION-UNKNOWN-B542C682,CL-000054,EV-72BFA872E1,2025-10-20,NPR,Outage at Amazon Web Services disrupts websites across the internet - NPR,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5hVW9PVlZ3T21XNUtXTHFMbHBvcDJ2UHFoX2piVGZfS3Y3cExjZDJsY2cxNndoRWh1Q09jTmVfdGZfZVplbHN6VS1VaExGbGt3NkFvcW56bGlzUTdTbEJ6UE9WR0pMdw?oc=5,news,"compute service disruption,storage failure",0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-UNKNOWN-B542C682,CL-000055,EV-847B8CA866,2025-10-20,WIRED,What the Huge AWS Outage Reveals About the Internet - WIRED,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNakF4T2FyUTcyVzF2SThWb29HazVLWldQamtKODlKN0NwYmp0M2hzSkFGanZDQ092RFYzUXNlWmtBQmlOT05XZ0gtVUk0QmJYSU9TYVdSYm1IOHJxT0w1M2lsTEUzbkpOelRVTjZ6aFJ4NndEX292LWpiZExLX2ZST1E5eHQ1cW5L?oc=5,news,"compute service disruption,storage failure",0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000056,EV-9BFF338D52,2025-10-20,pandasecurity.com,AWS outage: Impact on Apps & Services - Panda Security - pandasecurity.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxQaDUyN3BZa0VYZ1JIWXNmeTNQTkE3VGRSbzFoVEQ4cnAzNzRORHBiV3JkVTc2MGlWWHU0V3RqTmE1d1RGT29ZR0J5dUJKZ0ROdHMwMEVqLVdjQi1aTFNFWmp0M3k2RHByaDcxVl9OU2lhLUtnVl9TaXJvQWZkYkw0SNIBiAFBVV95cUxPT1VYNFFpaWw4WWtyUGMtak9aS1pIMVNiR1ZjMzFENTdiSTN1M3d3b19xR0lzYWRwU0R0eDN3R2lwanN5MXdyaHRNbk9iNTBBcVd4akR5Y2I3dHNsOXo1V2pUYjhCd0FhamR3dEhhdVpkQzl2a0c0ZjhwWEc1MjUwQWpjU2VPRmtK?oc=5,news,SSO outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-UNKNOWN-B542C682,CL-000063,EV-11800E9AD3,2025-10-21,Al Jazeera,"What caused Amazon’s AWS outage, and why did so many major apps go offline? - Al Jazeera",https://news.google.com/rss/articles/CBMitAFBVV95cUxPMEU5X0J6LTgzZnFSR0RtYVlGUFhXSVNIcGFxaFRqWVlKV1A0RjhiM0plN2p0MmxRWnVDaGdjY1JFRXVCLXlUWllySmRpTnBmeC1DZ0lOQTNOOTVXcHJ3U0VsZzV6R1kzTlp0RE83Z0Exd2NDR000M3RzMlVNdnNIbC1jQ0kzZTFMdTFPT0dfYW5tc1dUaVE2ZGFZWm1QYlBCZ0FadUJBUGVCdndReHB4bW9EQnHSAboBQVVfeXFMUDNPdV9GcVJva2cyNTdkcXp2UWRRMDl0WmdyRVBjZ082S2djY3pyT05HbWhPUFByQ29VTFl1YV9neTZyWi1hTlR2QWxDMDRZR3ZuR1MwTmlBdHJXNW00eTc3SjFIUmlQbFpNNzNDNXJtcXhyYTZiWExVZkQtUXdBb0RkVjNnVnUyVHRJVkhIVTNlVklwOWtFY3dJaHdudVhaWnZEQ0pMeXNzWnh5RXN4ZVNtR0R6Um5qRE5R?oc=5,news,"compute service disruption,storage failure",0.45,OUTAGE_APPLICATION,,outage,
